rank,slug,title,category,priority,governance_state,verification_score_percent,priority_score,score_before_priority_floor,priority_floor_applied,queue_band,queue_label,risk_points,search_demand_tier,search_demand_points,search_demand_source,search_demand_source_field,temporary_proxy_match,escalation_frequency_tier,escalation_frequency_points,escalation_frequency_source,business_criticality_tier,business_criticality_points,business_criticality_source,evidence_readiness_points,promotion_ready,missing_requirements
157,troubleshoot-calendar-permissions,Troubleshoot calendar permissions,Microsoft 365 & Collaboration,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
158,troubleshoot-camera-access-on-macos,Troubleshoot camera access on macOS,macOS Endpoints,P1,under_review,22,50,42,true,next,Next verification batch,30,medium,10,temporary_topic_proxy,metadata_only,camera,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
159,troubleshoot-chrome-profile-synchronisation,Troubleshoot Chrome profile synchronisation,Google Workspace & Web Collaboration,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
160,troubleshoot-citrix-audio-or-microphone,Troubleshoot Citrix audio or microphone,"Remote Access, VDI & DaaS",P1,under_review,22,50,42,true,next,Next verification batch,30,medium,10,temporary_topic_proxy,metadata_only,microphone,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
161,troubleshoot-citrix-printing,Troubleshoot Citrix printing,"Remote Access, VDI & DaaS",P1,under_review,22,50,42,true,next,Next verification batch,30,medium,10,temporary_topic_proxy,metadata_only,printing,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
162,troubleshoot-colour-or-duplex-printing,Troubleshoot colour or duplex printing,Printing & Scanning,P1,under_review,22,50,42,true,next,Next verification batch,30,medium,10,temporary_topic_proxy,metadata_only,printing,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
163,troubleshoot-conference-room-audio,Troubleshoot conference-room audio,"Voice, Telephony & Meeting Rooms",P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
164,troubleshoot-directory-synchronisation,Troubleshoot directory synchronisation,Identity & Access Management,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
165,troubleshoot-disk-encryption-compliance,Troubleshoot disk-encryption compliance,Security & Compliance,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
166,troubleshoot-docker-desktop,Troubleshoot Docker Desktop,Linux & Developer Workstations,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
167,troubleshoot-endpoint-protection-health,Troubleshoot endpoint protection health,Security & Compliance,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
168,troubleshoot-gmail-delegation,Troubleshoot Gmail delegation,Google Workspace & Web Collaboration,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
169,troubleshoot-gmail-send-or-receive,Troubleshoot Gmail send or receive,Google Workspace & Web Collaboration,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
170,troubleshoot-google-drive-synchronisation,Troubleshoot Google Drive synchronisation,Google Workspace & Web Collaboration,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
171,troubleshoot-google-meet-audio-or-video,Troubleshoot Google Meet audio or video,Google Workspace & Web Collaboration,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
172,troubleshoot-high-cpu-utilisation,Troubleshoot high CPU utilisation,Windows Endpoints,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
173,troubleshoot-high-load-on-linux,Troubleshoot high load on Linux,Linux & Developer Workstations,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
174,troubleshoot-high-memory-utilisation,Troubleshoot high memory utilisation,Windows Endpoints,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
175,troubleshoot-known-folder-move,Troubleshoot Known Folder Move,Microsoft 365 & Collaboration,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
176,troubleshoot-linux-certificate-trust,Troubleshoot Linux certificate trust,Linux & Developer Workstations,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
177,troubleshoot-linux-sign-in,Troubleshoot Linux sign-in,Linux & Developer Workstations,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
178,troubleshoot-macos-sign-in-failure,Troubleshoot macOS sign-in failure,macOS Endpoints,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
179,troubleshoot-meeting-updates-or-cancellations,Troubleshoot meeting updates or cancellations,Microsoft 365 & Collaboration,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
180,troubleshoot-multiple-monitor-arrangement-or-resolution,Troubleshoot multiple-monitor arrangement or resolution,Windows Endpoints,P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
181,troubleshoot-no-dial-tone-on-a-desk-phone,Troubleshoot no dial tone on a desk phone,"Voice, Telephony & Meeting Rooms",P1,under_review,22,50,32,true,next,Next verification batch,30,none,0,none,none,,none,0,none,none,0,none,2,false,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
